6205,甘肃天水,天水,甘E,364,99,6,0,1,,
2306,黑龙江大庆,大庆,黑E,90,99,6,0,1,,
6527,新疆博尔塔拉蒙古自治州,博尔塔拉蒙古自治州,新E,392,6,6,0,1,,
5424,西藏那曲地区,那曲地区,藏E,349,0,0,0,0,,
4402,广东韶关,韶关,粤F,276,6,4,0,1,,
4306,湖南岳阳,岳阳,湘F,267,0,6,0,1,,
4206,湖北襄阳,襄阳,鄂F,253,6,0,0,1,,
4106,河南鹤壁,鹤壁,豫F,239,6,6,0,1,,
1306,河北保定,保定,冀F,84,4,0,0,1,,
3206,江苏南通,南通,苏F,82,0,6,0,1,,
3307,浙江金华,金华,浙G,188,6,0,0,0,,
3610,江西抚州,抚州,赣F,220,6,6,0,1,,
5106,四川德阳,德阳,川F,305,6,6,0,1,,
5205,贵州毕节,毕节,贵F,327,6,6,0,1,,
3406,安徽淮北,淮北,皖F,195,6,0,0,1,,
3706,山东烟台,烟台,鲁F,104,6,4,0,1,,
1406,山西朔州,朔州,晋F,133,6,0,0,1,,
2107,辽宁锦州,锦州,辽G,98,6,6,0,1,,
2206,吉林白山,白山,吉F,165,4,0,0,1,,
6326,青海果洛藏族自治州,果洛藏族自治州,青F,379,99,6,0,1,,
5325,云南红河哈尼族彝族自治州,红河哈尼族彝族自治州,云G,338,6,6,0,1,,
6209,甘肃酒泉,酒泉,甘F,368,99,6,0,1,,
2307,黑龙江伊春,伊春,黑F,172,99,6,0,1,,
6540,新疆伊犁哈萨克自治州,伊犁哈萨克自治州,新F,398,6,6,0,1,,
5425,西藏阿里地区,阿里地区,藏F,350,0,0,0,0,,
4408,广东湛江,湛江,粤G,278,6,4,0,1,,
4308,湖南张家界,张家界,湘G,269,0,6,0,1,,
4207,湖北鄂州,鄂州,鄂G,254,6,0,0,1,,
4107,河南新乡,新乡,豫G,103,6,6,0,1,,
1307,河北张家口,张家口,冀G,125,4,0,0,1,,
3207,江苏连云港,连云港,苏G,179,0,6,0,1,,
3308,浙江衢州,衢州,浙H,189,6,0,0,0,,
3604,江西九江,九江,赣G,115,6,6,0,1,,
5108,四川广元,广元,川H,307,6,6,0,1,,
5204,贵州安顺,安顺,贵G,324,6,6,0,1,,
3407,安徽铜陵,铜陵,皖G,196,6,0,0,1,,
3707,山东潍坊,潍坊,鲁G,224,6,4,0,1,,
1423,山西雁北,雁北,晋G,,6,0,0,1,,
2108,辽宁营口,营口,辽H,155,6,6,0,1,,
2208,吉林白城,白城,吉G,167,4,0,0,1,,
6327,青海玉树藏族自治州,玉树藏族自治州,青G,380,99,6,0,1,,
5326,云南文山壮族苗族自治州,文山壮族苗族自治州,云H,339,6,6,0,1,,
6207,甘肃张掖,张掖,甘G,366,99,6,0,1,,
2303,黑龙江鸡西,鸡西,黑G,169,99,6,0,1,,
6542,新疆塔城地区,塔城,新G,399,6,6,0,1,,
5426,西藏林芝地区,林芝,藏G,351,0,0,0,0,,
4412,广东肇庆,肇庆,粤H,280,6,4,0,1,,
4309,湖南益阳,益阳,湘H,270,0,6,0,1,,
4208,湖北荆门,荆门,鄂H,255,6,0,0,1,,
4108,河南焦作,焦作,豫H,97,6,6,0,1,,
1308,河北承德,承德,冀H,126,4,0,0,1,,
3208,江苏淮安,淮安,苏H,180,0,6,0,1,,
3310,浙江台州,台州,浙J,191,6,0,0,0,,
3602,江西景德镇,景德镇,赣H,213,6,6,0,1,,
5109,四川遂宁,遂宁,川J,308,6,6,0,1,,
5226,贵州黔东南苗族侗族自治州,黔东南,贵H,328,6,6,0,1,,
3408,安徽安庆,安庆,皖H,197,6,0,0,1,,
3708,山东济宁,济宁,鲁H,225,6,4,0,1,,
1409,山西忻州,忻州,晋H,136,6,0,0,1,,
2109,辽宁阜新,阜新,辽J,156,6,99,0,1,,
2224,吉林延边朝鲜族自治州,延边,吉H,168,4,0,0,1,,
6328,青海海西蒙古族藏族自治州,海西,青H,381,99,6,0,1,,
5308,云南普洱,普洱,云J,335,6,6,0,1,,
6206,甘肃武威,武威,甘H,365,99,6,0,1,,
2304,黑龙江鹤岗,鹤岗,黑H,170,99,6,0,1,,
6543,新疆阿勒泰地区,阿勒泰,新H,400,6,6,0,1,,
4407,广东江门,江门,粤J,277,6,4,0,1,,
4307,湖南常德,常德,湘J,268,0,6,0,1,,
4211,湖北黄冈,黄冈,鄂J,258,6,0,0,1,,
4109,河南濮阳,濮阳,豫J,240,6,6,0,1,,
1309,河北沧州,沧州,冀J,127,4,0,0,1,,
3209,江苏盐城,盐城,苏J,181,0,6,0,1,,
3311,浙江丽水,丽水,浙K,192,6,0,0,0,,
3603,江西萍乡,萍乡,赣J,214,6,6,0,1,,
5110,四川内江,内江,川K,309,6,6,0,1,,
5227,贵州黔南布依族苗族自治州,黔南,贵J,329,6,6,0,1,,
3410,安徽黄山,黄山,皖J,198,6,0,0,1,,
3710,山东威海,威海,鲁K,227,6,4,0,1,,
1411,山西吕梁,吕梁,晋J,138,6,0,0,1,,
2110,辽宁辽阳,辽阳,辽K,157,6,0,0,1,,
2207,吉林松原,松原,吉J,166,4,0,0,1,,
5328,云南西双版纳傣族自治州,西双版纳,云K,340,6,6,0,1,,
6211,甘肃定西,定西,甘J,370,99,6,0,1,,
2305,黑龙江双鸭山,双鸭山,黑J,171,99,6,0,1,,
6502,新疆克拉玛依,克拉玛依,新J,388,6,6,0,1,,
4409,广东茂名,茂名,粤K,279,6,4,0,1,,
4313,湖南娄底,娄底,湘K,274,0,6,0,1,,
4209,湖北孝感,孝感,鄂K,256,6,0,0,1,,
4110,河南许昌,许昌,豫K,241,6,6,0,1,,
1310,河北廊坊,廊坊,冀R,106,4,0,0,1,,
3210,江苏扬州,扬州,苏K,120,0,6,0,1,,
3309,浙江舟山,舟山,浙L,190,6,0,0,1,,
3605,江西新余,新余,赣K,215,6,6,0,1,,
5111,四川乐山,乐山,川L,310,6,6,0,1,,
3412,安徽阜阳,阜阳,皖K,200,6,0,0,1,,
3711,山东日照,日照,鲁L,228,6,4,0,1,,
1407,山西晋中,晋中,晋K,134,6,0,0,1,,
2111,辽宁盘锦,盘锦,辽L,158,6,6,0,1,,
5329,云南大理白族自治州,大理,云L,341,6,6,0,1,,
6212,甘肃陇南,陇南,甘K,371,99,6,0,1,,
2309,黑龙江七台河,七台河,黑K,174,99,6,0,1,,
6521,新疆吐鲁番地区,吐鲁番,新K,389,6,6,0,1,,
4413,广东惠州,惠州,粤L,281,6,4,0,1,,
4310,湖南郴州,郴州,湘L,271,0,6,0,1,,
4212,湖北咸宁,咸宁,鄂L,259,6,0,0,1,,
4111,河南漯河,漯河,豫L,242,6,6,0,1,,
1312,河北沧州行署,沧州,冀S,127,4,0,0,1,,
3211,江苏镇江,镇江,苏L,182,0,6,0,1,,
3606,江西鹰潭,鹰潭,赣L,216,6,6,0,1,,
5120,四川资阳,资阳,川M,318,6,6,0,1,,
3413,安徽宿州,宿州,皖L,201,6,0,0,1,,
3716,山东滨州,滨州,鲁M,233,6,4,0,1,,
1410,山西临汾,临汾,晋L,137,6,0,0,1,,
2114,辽宁葫芦岛,葫芦岛,辽P,95,99,6,0,1,,
5305,云南保山,保山,云M,332,6,6,0,1,,
6208,甘肃平凉,平凉,甘L,367,99,6,0,1,,
2328,黑龙江松花江地区,松花江,黑L,,99,6,0,1,,
6522,新疆哈密地区,哈密,新L,390,6,6,0,1,,
4414,广东梅州,梅州,粤M,282,6,4,0,1,,
4311,湖南永州,永州,湘M,272,0,6,0,1,,
429004,湖北仙桃,仙桃,鄂M,412,6,0,0,1,,
4112,河南三门峡,三门峡,豫M,243,6,6,0,1,,
1311,河北衡水,衡水,冀T,128,4,0,0,1,,
3212,江苏泰州,泰州,苏M,183,0,6,0,1,,
3612,"江西南昌市,省直系统",南昌,赣M,83,6,6,0,1,,
5115,四川宜宾,宜宾,川Q,313,6,6,0,1,,
3411,安徽滁州,滁州,皖M,199,6,0,0,1,,
3714,山东德州,德州,鲁N,231,6,0,0,1,,
1408,山西运城,运城,晋M,135,6,0,0,1,,
5331,云南德宏傣族景颇族自治州,德宏,云N,342,6,6,0,1,,
6210,甘肃庆阳,庆阳,甘M,369,99,6,0,1,,
2312,黑龙江绥化,绥化,黑M,177,99,6,0,1,,
6528,新疆巴音郭楞蒙古自治州,巴音郭楞,新M,393,6,6,0,1,,
4416,广东河源,河源,粤P,284,6,4,0,1,,
4331,湖南湘西土家族苗族自治州,湘西土家族,湘U,,0,6,0,1,,
429021,湖北神农架林区,神农架,鄂P,487,6,0,0,1,,
4116,河南周口,周口,豫P,247,6,6,0,1,,
5117,四川达州,达州,川S,315,6,6,0,1,,
3418,安徽宣城,宣城,皖P,206,6,0,0,1,,
3713,山东临沂,临沂,鲁Q,230,6,4,0,1,,
5333,云南怒江傈僳族自治州,怒江,云Q,343,6,6,0,1,,
6230,甘肃甘南藏族自治州,甘南,甘P,373,99,6,0,1,,
2327,黑龙江大兴安岭地区,大兴安岭,黑P,178,99,6,0,1,,
6530,新疆克孜勒苏柯尔克孜自治,克孜勒苏,新P,,6,6,0,1,,
4415,广东汕尾,汕尾,粤N,283,6,4,0,1,,
4312,湖南怀化,怀化,湘N,273,0,6,0,1,,
429005,湖北潜江,潜江,鄂N,550,6,0,0,1,,
4114,河南商丘,商丘,豫N,245,6,6,0,1,,
3213,江苏宿迁,宿迁,苏N,184,0,6,0,1,,
5113,四川南充,南充,川R,311,6,6,0,1,,
3415,安徽六安,六安,皖N,203,6,0,0,1,,
3715,山东聊城,聊城,鲁P,232,6,4,0,1,,
5307,云南丽江,丽江,云P,334,6,6,0,1,,
6229,甘肃临夏回族自治州,临夏,甘N,372,99,6,0,1,,
2311,黑龙江黑河,黑河,黑N,176,99,6,0,1,,
6529,新疆阿克苏地区,阿克苏,新N,394,6,6,0,1,,
4417,广东阳江,阳江,粤Q,285,6,4,0,1,,
4228,湖北恩施土家族苗族自治州,恩施,鄂Q,261,6,0,0,1,,
4117,河南驻马店,驻马店,豫Q,248,6,6,0,1,,
5118,四川雅安,雅安,川T,316,6,6,0,1,,
340181,安徽巢湖,巢湖,皖Q,202,6,0,0,1,,
3717,山东菏泽,菏泽,鲁R,234,6,4,0,1,,
5334,云南迪庆藏族自治州,迪庆,云R,344,6,6,0,1,,
2329,黑龙江农垦系统,农垦,黑R,,99,6,0,1,,
6531,新疆喀什地区,喀什,新Q,396,6,6,0,1,,
4418,广东清远,清远,粤R,286,6,4,0,1,,
429006,湖北天门,天门,鄂R,578,6,0,0,1,,
4113,河南南阳,南阳,豫R,244,6,6,0,1,,
5132,四川阿坝,阿坝,川U,319,6,6,0,1,,
3417,安徽池州,池州,皖R,205,6,0,0,1,,
3712,山东莱芜,莱芜,鲁S,229,6,4,0,1,,
5309,云南临沧,临沧,云S,336,6,6,0,1,,
6532,新疆和田地区,和田,新R,397,6,6,0,1,,
4419,广东东莞,东莞,粤S,91,6,4,0,1,,
4213,湖北随州,随州,鄂S,260,6,0,0,1,,
4115,河南信阳,信阳,豫S,246,6,6,0,1,,
5133,四川甘孜,甘孜,川V,320,6,6,0,1,,
3416,安徽亳州,亳州,皖S,204,6,0,0,1,,
3718,山东青岛市增补,青岛,鲁U,60,6,4,0,1,,
4420,广东中山,中山,粤T,113,6,4,0,1,,
419001,河南济源,济源,豫U,249,99,6,0,1,,
5134,四川凉山彝族自治州,凉山,川W,321,6,6,0,1,,
3719,山东潍坊市增补,潍坊,鲁V,224,6,4,0,1,,
4451,广东潮州,潮州,粤U,287,6,4,0,1,,
5116,四川广安,广安,川X,314,6,6,0,1,,
3720,山东烟台市增补,烟台,鲁Y,104,6,4,0,1,,
4452,广东揭阳,揭阳,粤V,288,6,4,0,1,,
5119,四川巴中,巴中,川Y,317,6,6,0,1,,
4453,广东云浮,云浮,粤W,289,6,4,0,1,,
5114,四川眉山,眉山,川Z,312,6,6,0,1,,
4454,广东顺德区,顺德,粤X,406,6,4,0,1,,
4455,广东南海区,南海,粤Y,92,6,4,0,1,,
4480,广东港澳,港澳,粤Z,,6,4,0,1,,
