1198,潮州,chaozhou,0,-6,-6,粤U
1433,吕梁,lvliang,0,,-6,晋J
1205,衢州,quzhou,0,,-6,浙H
106,宿迁,suqian,0,-4,,苏N
1368,宜昌,yichang,0,,-5,鄂E
1444,资阳,ziyang,0,,-6,川M
35,平顶山,pingdingshan,0,,-6,豫D
116,商洛,shangluo,0,,,陕H
27,抚顺,fushun,0,,-4,辽D
85,济南,jinan,0,,-6,鲁A
1381,常德,changde,0,-6,,湘J
1359,鹤岗,hegang,0,,0,黑H
1266,南平,nanping,0,,-4,闽H
1224,黄山,huangshan,0,,,皖J
1389,白山,baishan,0,,-4,吉F
1469,大理,dali,0,,-4,云L
1320,黔东南,qiandongnan,0,-6,,贵H
1399,景德镇,jingdezhen,0,-6,,赣H
1278,武威,wuwei,0,,0,甘H
1458,吐鲁番,tulufan,0,,-4,新K
1405,呼伦贝尔,hulunbeier,0,-4,,蒙E
1424,海西州,haixizhou,0,,-6,青H
1434,晋中,jinzhong,0,,-6,晋K
1202,丽水,lishui,0,,-6,浙K
64,扬州,yangzhou,0,,-6,苏K
1369,襄樊,xiangfan,0,,-5,鄂F
1445,宜宾,yibin,0,,-6,川Q
117,商丘,shangqiu,0,,-6,豫N
72,朝阳,chaoyang,0,,,辽N
89,济宁,jining,0,,-6,鲁H
1382,娄底,loudi,0,-6,,湘K
1360,双鸭山,shuangyashan,0,,0,黑J
1267,宁德,ningde,0,,-4,闽J
1247,亳州,bozhou,0,,-6,皖S
1390,延边,yanbian,0,,-4,吉H
1470,保山,baoshan,0,,-4,云M
1321,黔南,qiannan,0,-6,,贵J 
1400,萍乡,pingxiang,0,-6,,赣J
1279,定西,dingxi,0,,0,甘J
1459,克孜勒苏,ezilesu,0,,-4,新P
1407,锡林郭勒,xilinguole,0,-4,,蒙G 
1286,汕头,shantou,0,-6,-6,粤D
1435,临汾,linfen,0,,-6,晋L
1209,舟山,zhoushan,0,,-6,浙L
105,镇江,zhenjiang,0,,-4,苏L
1370,鄂州,ezhou,0,,-5,鄂G
1446,南充,nanchong,0,,-6,川R
98,开封,kaifeng,0,0,0,豫B
60,铁岭,tieling,0,,,辽M
86,淄博,zibo,0,,-6,鲁C
1383,郴州,chenzhou,0,-6,,湘L
1361,七台河,qitahe,0,,0,黑K
1253,六安,luan,0,,-6,皖N
1471,德宏,dehong,0,,-4,云N 
1401,新余,xinyu,0,-6,,赣K
1280,陇南,longnan,0,,0,甘K
1460,喀什,kashi,0,,-4,新Q
1406,兴安,xinan,0,-4,,蒙F 
1287,佛山,foshan,0,-6,-6,粤E
1436,运城,yuncheng,0,,-6,晋M
104,连云港,lianyungang,0,-6,,苏G
1371,荆门,jingmeng,0,,-5,鄂H
1447,雅安,yaan,0,,-6,川T
118,三门峡,sanmenxia,0,,0,豫M
31,营口,yingkou,0,,-6,辽H
90,泰安,taian,0,,-6,鲁J
1384,永州,yongzhou,0,-6,,湘M
1362,绥化,suihua,0,,0,黑M
1254,马鞍山,maanshan,0,,-6,皖E
1472,丽江,lijiang,0,,-4,云P
1402,鹰潭,yingtan,0,-6,,赣L
1281,平凉,pingliang,0,,0,甘L
1461,和田,hetian,0,,-4,新R
1409,阿拉善,alashan,0,-4,,蒙L
1288,韶关,shaoguan,0,-6,-6,粤F
1372,黄冈,huanggang,0,,-5,鄂J
1448,广安,guangan,0,,-6,川X
99,鹤壁,hebi,0,,-4,豫F
70,葫芦岛,huludao,0,,0,辽P
91,威海,weihai,0,,-6,鲁K
1385,怀化,huaihua,0,-6,,湘N
1363,黑河,heihe,0,,0,黑N
1255,巢湖,chaohu,0,,-6,皖Q
1473,怒江,nujiang,0,,-4,云Q
1282,庆阳,qingyang,0,,0,甘M
48,巴音郭楞,bazhou,0,,,新M
1408,乌兰察布,wulanchabu,0,-4,,蒙H
1289,湛江,Zhanjiang,0,-6,-6,粤G
1373,咸宁,xianning,0,,-5,鄂L
1449,巴中,bazhong,0,,-6,川Y
1194,济源,jiyuan,0,,,豫U
54,日照,rizhao,0,,-6,鲁L
1364,大兴安岭,daxinganling,0,,0,黑P
1256,淮南,huainan,0,,-6,皖D
1474,迪庆,diqing,0,,-4,云R
1283,临夏,linxia,0,,0,甘N
47,伊犁州,yili,0,,0,新F
1290,江门,jiangmen,0,-6,-6,粤J
1374,仙桃,xiantao,0,,-5,鄂M
1450,眉山,meishan,0,,-6,川Z
1252,信阳,xinyang,0,,,豫S
94,聊城,liaocheng,0,,-6,鲁P
1257,铜陵,tongling,0,,-6,皖G
1475,临沧,lincang,0,,-4,云S
1284,甘南,gannan,0,,0,甘P
122,哈密,hami,0,,-4,新L
1291,茂名,maoming,0,-6,-6,粤K
1375,潜江,qianjiang,0,,-5,鄂N
11,成都,chengdu,0,,-6,川A
92,滨州,binzhou,0,,-6,鲁M
1258,滁州,chuzhou,0,,-6,皖M
119,昆明,kunming,0,,-4,云A
1285,奎屯,kuitun,0,,0,新D
1233,阿克苏,akeshu,0,,,新N 
1292,汕尾,shanwei,0,-6,-6,粤N
1229,泸州,luzhou,0,,-6,川E
93,德州,dezhou,0,,-6,鲁N
1259,宣城,xuancheng,0,,-6,皖P
133,普洱,puer,0,,-4,云J
1293,河源,heyuan,0,-6,-6,粤P
1377,天门,tianmen,0,,-5,鄂R
1249,德阳,deyang,0,,-6,川F
97,莱芜,laiwu,0,,-6,鲁S
1260,池州,chizhou,0,,-6,皖R
1295,揭阳,jieyang,0,-6,-6,粤V
1296,云浮,yunfu,0,-6,-6,粤W
1294,阳江,yangjiang,0,-6,-6,粤Q
1251,达州,dazhou,0,,-6,川S
1,北京,beijing,0,0,,京
2,上海,shanghai,0,0,,沪
1235,重庆,chongqing,0,,-6,渝
